,attraction_name,category,rating,reviews,categories,address,city
2331,khmp rSd njwm,Tourist attraction,5,1,Tourist attraction,"khmp rSd njwm, HJ2F+6F, Tash-e-sofla, Semnan Province, Iran",Shahrud
2332,dsht bhsht,Tourist attraction,5,1,Tourist attraction,"dsht bhsht, CM5P+RF, Mojen, Semnan Province, Iran",Shahrud
2333,drh sy jngwlr qTry,Tourist attraction,5,1,Tourist attraction,"drh sy jngwlr qTry, P4MF+PH, Abr, Semnan Province, Iran",Shahrud
2334,chshmh hft rng mjn,Tourist attraction,5,1,Tourist attraction,"GPR9+J5 tsh `ly, stn glstn,, chshmh hft rng mjn, Iran",Shahrud
2335,rbT shh `bsy,Tourist attraction,5,1,Tourist attraction,"rbT shh `bsy, 7QJ6+MP5, Dehmolla, Semnan Province, Iran",Shahrud
2336,drh wlykh(Glm`ly khrd),Tourist attraction,5,1,Tourist attraction,"drh wlykh(Glm`ly khrd), CJ4V+R5, Mehmanduye, Semnan Province, Iran",Shahrud
2337,chlh zyb,Tourist attraction,5,1,Tourist attraction,"chlh zyb, P2JQ+F7, Abr, Semnan Province, Iran",Shahrud
2338,lantganz,Tourist attraction,5,1,Tourist attraction,"Q4FC+VF rwsty br, stn smnn,, lantganz _arm Hydr,, lantganz, Iran",Shahrud
2339,khwchkh mydn,Tourist attraction,5,1,Tourist attraction,"MXR6+MR rwsty br, stn smnn,, khwchkh mydn, Iran",Shahrud
2340,bG nmrh,Tourist attraction,5,1,Tourist attraction,"9PXM+95 mjn, stn smnn,, bG nmrh, Iran",Shahrud
2341,ykhchl snty mzj,Tourist attraction,5,1,Tourist attraction,"ykhchl snty mzj, J9CJ+V68, Mazj, Semnan Province, Iran",Shahrud
2342,prwr,Tourist attraction,5,1,Tourist attraction,"prwr, WWVR+W2V, Mosammadabad, Semnan Province, Iran",Shahrud
2343,chnr rmyn nby,Tourist attraction,5,1,Tourist attraction,"chnr rmyn nby, 9C44+P2V, Armian, Semnan Province, Iran",Shahrud
2344,chshmh khlw(khlnab),Tourist attraction,5,1,Tourist attraction,"CP2P+2C mjn, stn smnn,, chshmh khlw(khlnab), Iran",Shahrud
2345,"Semnan Province, Shahroud, rwdkhy, yrn",Campground,5,1,Campground,"Semnan Province, Shahrud, rwdkhy, CXGC+62G Semnan Province, Shahroud, rwdkhy, yrn, Iran",Shahrud
2346,drh wisysar,Tourist attraction,5,1,Tourist attraction,"Unnamed Road, drh wisysar, Iran",Shahrud
2347,drh sb chr tsh_mjn,Tourist attraction,5,1,Tourist attraction,"JJHR+3W tsh `ly, stn glstn,, drh sb chr tsh_mjn, Iran",Shahrud
2348,khrtrw,Tourist attraction,3,1,Tourist attraction,"shhkhwh, shhrwd-chhrbG,Golestan Province, HG4W+M8P khrtrw, Iran",Shahrud
2349,khnh trykhy `Trdy h(Hwzh hnry shhrwd),Historical landmark,5,1,Historical landmark,"Shahrud, shhrwd,stn smnn,, CXC5+MFG khnh trykhy `Trdy h(Hwzh hnry shhrwd), Iran",Shahrud
2350,shwri drh,Tourist attraction,5,1,Tourist attraction,"shwri drh, JQVJ+8P2, Siah Marz Kuh, Golestan Province, Iran",Shahrud
2351,sdawyn wlng bkhsh bsTm,Tourist attraction,5,1,Tourist attraction,"Q7JH+P7 khwsh yylq, stn glstn,, sdawyn wlng bkhsh bsTm, Iran",Shahrud
2352,dkhmh hy trykhy srrwd,Tourist attraction,5,1,Tourist attraction,"dkhmh hy trykhy srrwd, QVPJ+VV, Sar Rud, Razavi Khorasan Province, Iran",Shahrud
2353,Gr rygchshmh,Tourist attraction,5,1,Tourist attraction,"Rig Cheshmeh, ryg chshmh, stn glstn,, RR4Q+V67 Gr rygchshmh, Iran",Shahrud
2354,arm Hsn chwrly,Tourist attraction,5,1,Tourist attraction,"arm Hsn chwrly, R5F3+XR, Jouzchal, Golestan Province, Iran",Shahrud
2355,asyb aby,Tourist attraction,5,1,Tourist attraction,"Meyghan, rwsty myGn, J263+9H8 asyb aby, Iran",Shahrud
2356,Shahrud,,,,,"Shahrud, Semnan Province, Iran",Shahrud
2357,Shahrud,,,,,"Shahrud, Semnan Province, Iran",Shahrud
2358,Qal'eh-Ye Nowruz Khan,,,,,"Qal'eh-Ye Nowruz Khan, Shahrud, Semnan Province, Iran",Shahrud
2359,Torud,,,,,"Torud, Semnan Province, Iran",Shahrud
2360,Yurd Shah,,,,,"Yurd Shah, Iran",Shahrud
2361,Emam Reza Square,Town square,,,Town square,"Emam Reza Square, Shahrud, Iran",Shahrud
2362,blmHlh,Tourist attraction,,,Tourist attraction,"blmHlh, CH99+GJG, Mehmanduye, Semnan Province, Iran",Shahrud
2363,flkhh mrkhzy,Tourist attraction,,,Tourist attraction,"flkhh mrkhzy, CXC7+HM2, Shahrud, Semnan Province, Iran",Shahrud
2364,srchshmh,Tourist attraction,,,Tourist attraction,"srchshmh, CHF9+R8, Mehmanduye, Semnan Province, Iran",Shahrud
2365,mjmw`h trykhy chhr swq shhrwd,Tourist attraction,,,Tourist attraction,"Shahrud, byd abd,shhrwd, stn smnn,, CXF4+FXP mjmw`h trykhy chhr swq shhrwd, Iran",Shahrud
2366,khwh hy rngy btdy jdhy shhrwd - Trwd,Tourist attraction,,,Tourist attraction,"khwh hy rngy btdy jdhy shhrwd - Trwd, 7249+6HW, Shahrud, Semnan Province, Iran",Shahrud
2367,tph `ly `mwh,Tourist attraction,,,Tourist attraction,"tph `ly `mwh, HM5H+27, Tash-e-sofla, Semnan Province, Iran",Shahrud
2368,bG `lyrD nwry,Tourist attraction,,,Tourist attraction,"bG `lyrD nwry, 9X6H+2JC shhrwd,, Ruyan, Semnan Province, Iran",Shahrud
2369,dsht bbwnh,Tourist attraction,,,Tourist attraction,"dsht bbwnh, P3W9+W56, Abr, Semnan Province, Iran",Shahrud
2370,abshr dwm w swm mjmw`h tfryHy shhwr,Tourist attraction,,,Tourist attraction,"abshr dwm w swm mjmw`h tfryHy shhwr, CWHX+265, Shahrud, Iran",Shahrud
2371,srjngl,Tourist attraction,,,Tourist attraction,"srjngl, P2VW+GQ, Abr, Semnan Province, Iran",Shahrud
2372,abshr khwchkh,Tourist attraction,,,Tourist attraction,"abshr khwchkh, CWHX+25, Shahrud, Semnan Province, Iran",Shahrud
2373,Sorkh Deh,,,,,"Sorkh Deh, Iran",Shahrud
2374,chshmh drnym,Tourist attraction,,,Tourist attraction,"chshmh drnym, CH8F+C55, Mehmanduye, Semnan Province, Iran",Shahrud
2375,drkht snjd,Tourist attraction,,,Tourist attraction,"Semnan Province, Shahrud, darkhanyab, CX99+8M3 drkht snjd, Iran",Shahrud
2376,abshr swm,Tourist attraction,,,Tourist attraction,"abshr swm, CWGX+RJP, Shahrud, Iran",Shahrud
2377,Deh Soltan,,,,,"Deh Soltan, Semnan Province, Iran",Shahrud
2378,bydkh,Tourist attraction,,,Tourist attraction,"bydkh, HJG9+JM, Tash-e-sofla, Semnan Province, Iran",Shahrud
2379,Malacharan,Tourist attraction,,,Tourist attraction,"Shahrud, Ramiyan Road, CX99+8M3 Malacharan, Iran",Shahrud
2380,HyT khlwt,Tourist attraction,,,Tourist attraction,"HyT khlwt, CV86+9H, Shahrud, Semnan Province, Iran",Shahrud
2381,Qarah Shahverdi,,,,,"Qarah Shahverdi, Razavi Khorasan Province, Iran",Shahrud
2382,`khs dry,Tourist attraction,,,Tourist attraction,"`khs dry, HJGP+HC, Tash-e-sofla, Semnan Province, Iran",Shahrud
2383,asyb gl Hsn,Tourist attraction,,,Tourist attraction,"asyb gl Hsn, 9C33+VR, Armian, Semnan Province, Iran",Shahrud
2384,ql`h swrkhy,Parsi temple,,,Parsi temple,"ql`h swrkhy, HMM6+RCG, Shahrud, Semnan Province, Iran",Shahrud
2385,lng mrGzr,Tourist attraction,,,Tourist attraction,"lng mrGzr, GMV5+WM, Tash-e-sofla, Semnan Province, Iran",Shahrud
2386,qrchshmh sydh,Tourist attraction,,,Tourist attraction,"Jajarm, khylwmtr50jdh, Shahrud - Garmeh - Bojnurd Rd, X92F+MCP qrchshmh sydh, Iran",Shahrud
2387,jhnm drh,Tourist attraction,,,Tourist attraction,"jhnm drh, G5PM+QF2, Aftar, Semnan Province, Iran",Shahrud
2388,chft mHmd mhdy,Tourist attraction,,,Tourist attraction,"chft mHmd mhdy, 9C53+VPJ, Armian, Semnan Province, Iran",Shahrud
2389,shh chshmh,Tourist attraction,,,Tourist attraction,"shh chshmh, R9W5+C2X, Khoshyeylaq, Golestan Province, Iran",Shahrud
2390,aGl mjyd nwry,Tourist attraction,,,Tourist attraction,"aGl mjyd nwry, J68W+65, Kalateh-ye Khij, Semnan Province, Iran",Shahrud
2391,armgh pyr rdyn shhrwd,Historical landmark,,,Historical landmark,"Shahrud, shhrwd,stn smnn,, 9XH7+9MP armgh pyr rdyn shhrwd, Iran",Shahrud
2392,ykhh twt,Tourist attraction,,,Tourist attraction,"ykhh twt, M24W+HF, Qaleno-e-xaraqan, Semnan Province, Iran",Shahrud
2393,shwrbyl,Hiking area,4.7,29,Hiking area,"Ardabil Province, Ardabil, Shourabil st, 679M+P7W shwrbyl, Iran",Ardabil
2394,Lerd tourist village,Tourist attraction,4,4,Tourist attraction,"Lerd tourist village, Lerd, Ardabil Province, Iran",Ardabil
2395,Meshgin Shahr Suspended Bridge,Tourist attraction,4.3,1712,Tourist attraction,"Meshgin Shahr Suspended Bridge, 9MGJ+HWF, Meshginshahr, Ardabil Province, Iran",Ardabil
2396,Sheikh Safi Al-Din Ardabili's Shrine,Historical landmark,4.5,1245,"Historical landmark, Tourist attraction","Ardabil, Sheikh Safi Al-din Ardabili, 67XR+7F4 Sheikh Safi Al-Din Ardabili's Shrine, `ly qpw, Iran",Ardabil
2397,Shourabil Lake,Lake,4.3,852,Lake,"Shourabil Lake, Ardabil, Iran",Ardabil
2398,Sooha Lake,Tourist attraction,4.6,411,Tourist attraction,"Ardabil Province, Sooha, jdh, 7MGP+HJX Sooha Lake, Iran",Ardabil
2399,Shorabil Tourism Complex,Tourist attraction,4.3,176,Tourist attraction,"Ardabil, Shorabil st, 676J+5P5 Shorabil Tourism Complex, Iran",Ardabil
2400,Ardabil Anthropology Museum,Museum,4.1,71,"Museum, Tourist attraction","Ardabil Anthropology Museum, 67XQ+VGP, Ardabil, Ardabil Province, Iran",Ardabil
2401,Haft Cheshmeh Bridge,Bridge,4.1,68,"Bridge, Tourist attraction","Ardabil, Motahhari, 67QV+8JH Haft Cheshmeh Bridge, Iran",Ardabil
2402,sr`yn,Tourist attraction,4.5,67,Tourist attraction,"sr`yn, 532C+M95, Sareyn, Ardabil Province, Iran",Ardabil
2403,Recreation Center of Fandoghlou,Tourist attraction,4.6,55,Tourist attraction,"Ardabil Province, Namin, Doudaran-Fandoghlou, CH22+GH9 Recreation Center of Fandoghlou, Iran",Ardabil
2404,Ardabil Wildlife Museum,Museum,3.7,41,"Museum, Tourist attraction","Ardabil Wildlife Museum, 678W+G24, Ardabil, Ardabil Province, Iran",Ardabil
2405,Shahar Yeri,Historical place,4.6,39,Historical place,"Shahar Yeri, HW2G+55F, Pirazmiyan, Ardabil Province, Iran",Ardabil
2406,Waterfall Lushki,Tourist attraction,4.8,39,Tourist attraction,"Waterfall Lushki, 6QMC+XC4, lwshkhy,drzkhry,sfydsngn,lmyr,stn, Gilan Province, Iran",Ardabil
2407,gendishmin,Tourist attraction,4.2,33,Tourist attraction,"gendishmin, C2GM+HRV, Kanahkeran, Ardabil Province, Iran",Ardabil
2408,Mir Ashraf Park,Park,4.2,26,"Park, Tourist attraction","Mir Ashraf Park, 77J7+6MV, Ardabil, Ardabil Province, Iran",Ardabil
2409,Tomb of Sheikh Gabriel-historic village Khralan,Tourist attraction,4.6,22,Tourist attraction,"Ardabil Province, Ardabil, shykh jbry'yl, Tomb of Sheikh Gabriel-historic village Khralan, Sheikh Jabrail shrine, Iran",Ardabil
2410,Barbar Castle,Historical place,4.4,16,"Historical place, Ruin, Tourist attraction","Barbar Castle, FVG6+MV5, Anar, Ardabil Province, Iran",Ardabil
2411,AlaghapySidewalk,Tourist attraction,4.6,11,Tourist attraction,"Ardabil Province, Ardabil, Taleqani Blvd, 67WR+WF7 AlaghapySidewalk, Iran",Ardabil
2412,Khadembashi Historical House,Historical place,3.8,11,"Historical place, Tourist attraction","Ardabil Province, Ardabil, uchdukan street, Ochdokan St, 67WX+R9R Khadembashi Historical House, Iran",Ardabil
2413,Mehrab Stone,Tourist attraction,5,9,Tourist attraction,"Mehrab Stone, 7R8R+MW2, Moeil, Ardabil Province, Iran",Ardabil
2414,Historical House of Dr. Manafzadeh (Ardabil Art Center ),Tourist attraction,4.9,7,Tourist attraction,"Ardabil, srchmshh-khwchh shms rwbh rwy azmyshgh shf,, 67WW+77V Historical House of Dr. Manafzadeh (Ardabil Art Center ), Iran",Ardabil
2415,Lord Tourist Village,Tourist attraction,5,4,Tourist attraction,"Lord Tourist Village, 9J4J+PH7, Lerd, Ardabil Province, Iran",Ardabil
2416,drychh Twws gw'ly TavusGoli Lake,Tourist attraction,4.5,4,Tourist attraction,"drychh Twws gw'ly TavusGoli Lake, 8QG9+WP4, Meshginshahr, Ardabil Province, Iran",Ardabil
2417,Khurshid Abad tourist dam,Tourist attraction,5,3,Tourist attraction,"Khurshid Abad tourist dam, 9H23+QC, Khvorshidabad, Ardabil Province, Iran",Ardabil
2418,qrh mjyd swln,Tourist attraction,5,3,Tourist attraction,"qrh mjyd swln, 6VX7+F9X, Alvaresi, Ardabil Province, Iran",Ardabil
2419,Shorabil Lake,Park,5,3,Park,"Shorabil Lake, 677M+M9H, Ardabil, Ardabil Province, Iran",Ardabil
2420,bnd Gzy,Tourist attraction,5,2,Tourist attraction,"bnd Gzy, 6574+47F, Andarab, Ardabil Province, Iran",Ardabil
2421,Jen darasi,Tourist attraction,5,2,Tourist attraction,"Jen darasi, 557V+V2F, Qasem Qeshlaqi, Ardabil Province, Iran",Ardabil
2422,Grhy qyh qbGy,Tourist attraction,5,2,Tourist attraction,"Grhy qyh qbGy, 4464+JV4, wynd khlkhwrn, Ardabil Province, Iran",Ardabil
2423,nlynh hwny,Tourist attraction,5,2,Tourist attraction,"nlynh hwny, GG2M+X4, Mirzanaq, Ardabil Province, Iran",Ardabil
2424,tphhy mrykhy,Tourist attraction,4.5,2,Tourist attraction,"tphhy mrykhy, H64W+F8, Alaeddin, Ardabil Province, Iran",Ardabil
2425,khwchh bG hy lrd,Tourist attraction,5,2,Tourist attraction,"khwchh bG hy lrd, 9J4G+XWX, Lerd, Ardabil Province, Iran",Ardabil
2426,jdh khryn - lrd,Tourist attraction,5,2,Tourist attraction,"Ardabil Province, Lerd, msyr, 8JXQ+9WW jdh khryn - lrd, Iran",Ardabil
2427,syt prglydr dym sqrlw,Tourist attraction,5,2,Tourist attraction,"syt prglydr dym sqrlw, 3465+VJ, Dim Seqerlu, Ardabil Province, Iran",Ardabil
2428,abdrmny mlkh swyy,Tourist attraction,5,2,Tourist attraction,"abdrmny mlkh swyy, 7PR7+MP, Moeil, Ardabil Province, Iran",Ardabil
2429,mnTqh grdshgry khshkhnh sr,Tourist attraction,5,2,Tourist attraction,"mnTqh grdshgry khshkhnh sr, 9J5G+9MV, Lerd, Ardabil Province, Iran",Ardabil
2430,Shurgli tourism complex,Tourist attraction,5,1,Tourist attraction,"Shurgli tourism complex, 683F+HPH, Ardabil, Ardabil Province, Iran",Ardabil
2431,sd myjmyr,Tourist attraction,5,1,Tourist attraction,"sd myjmyr, XXH2+G6, Mejmir, Ardabil Province, Iran",Ardabil
2432,yylq dylmdh,Tourist attraction,5,1,Tourist attraction,"yylq dylmdh, 9RC4+FQ, Deylamabad, Ardabil Province, Iran",Ardabil
2433,Eyvazi Garden,Tourist attraction,5,1,Tourist attraction,"Eyvazi Garden, V6QF+85, Dabanloo, Ardabil Province, Iran",Ardabil
2434,rwsty msdrq,Tourist attraction,5,1,Tourist attraction,"rwsty msdrq, CWHP+FX5, Mesdaraq, Ardabil Province, Iran",Ardabil
2435,shhyn R,Tourist attraction,5,1,Tourist attraction,"shhyn R, 8525+5MW, Odolo, Ardabil Province, Iran",Ardabil
2436,msyr khwhnwrdn z smt alwrs,Tourist attraction,5,1,Tourist attraction,"msyr khwhnwrdn z smt alwrs, 7R6V+FG, Shabil, Ardabil Province, Iran",Ardabil
2437,Kamar Khuni,Tourist attraction,5,1,Tourist attraction,"Kamar Khuni, HHM6+VQG, Khalkhal, Ardabil Province, Iran",Ardabil
2438,"""Sardabeh"" Waterfall Ice Climbing Resort",Tourist attraction,5,1,Tourist attraction,"""Sardabeh"" Waterfall Ice Climbing Resort, 72PJ+7MC, Sardabe, Ardabil Province, Iran",Ardabil
2439,sd shmrh sh drmndrh,Tourist attraction,5,1,Tourist attraction,"Ardabil Province, Namin, khlh sr, 8HM9+JRJ sd shmrh sh drmndrh, Iran",Ardabil
2440,sh rhy sd `mrt,Tourist attraction,3,1,Tourist attraction,"sh rhy sd `mrt, XMRM+8X9, Ardabil, Ardabil Province, Iran",Ardabil
2441,dsht gl,Tourist attraction,4,1,Tourist attraction,"dsht gl, 7PF3+5F4, Meshginshahr, Ardabil Province, Iran",Ardabil
2442,qSrshdy,Tourist attraction,5,1,Tourist attraction,"qSrshdy, 644Q+FP5, Irdemousa, Ardabil Province, Iran",Ardabil
2443,Qalghanlu Hill,Tourist attraction,5,1,Tourist attraction,"Qalghanlu Hill, W3C5+HP8, Khankandi, Ardabil Province, Iran",Ardabil
2444,khwchh bG jhndydh,Tourist attraction,5,1,Tourist attraction,"khwchh bG jhndydh, XXR9+XM9, Mejmir, Ardabil Province, Iran",Ardabil
2445,gl`ly bd(khwjy blGy),Tourist attraction,5,1,Tourist attraction,"gl`ly bd(khwjy blGy), H5RV+V7, Gol Tappeh, Ardabil Province, Iran",Ardabil
2446,ab m`dny Tby`y khlh sr(`ysy blGy),Tourist attraction,5,1,Tourist attraction,"ab m`dny Tby`y khlh sr(`ysy blGy), 8HV6+F5, Kalasar, Ardabil Province, Iran",Ardabil
2447,Ardabil,,,,,"Ardabil, Ardabil Province, Iran",Ardabil
2448,Ardabil Province,,,,,"Ardabil Province, Iran",Ardabil
2449,Ardabil,,,,,"Ardabil, Ardabil Province, Iran",Ardabil
2450,Sabalan,,,,,"Sabalan, Ardabil, Ardabil Province, Iran",Ardabil
2451,Andabil,,,,,"Andabil, Ardabil Province, Iran",Ardabil
2452,dshly drh,Tourist attraction,,,Tourist attraction,"dshly drh, 3MC8+6J4, Ardabil Province, Iran",Ardabil
2453,Ardabil,Tourist attraction,,,Tourist attraction,"Ardabil Province, Azadlu, azdlw - grmy, 472X+W8H Ardabil, Iran",Ardabil
2454,srwys bhdshty,Tourist attraction,,,Tourist attraction,"Ardabil Province, Ardabil, Shourabil st, 67CM+5MH srwys bhdshty, Iran",Ardabil
2455,nZrly bynsy,Tourist attraction,,,Tourist attraction,"nZrly bynsy, 8269+VW, Sardabe, Ardabil Province, Iran",Ardabil
2456,chshmh artzyn,Tourist attraction,,,Tourist attraction,"Ardabil Province, Sarab - Ardabil Rd, 2W4V+WMM chshmh artzyn, G@yn@rc@ isti su, Iran",Ardabil
2457,Mohtabil pond,Tourist attraction,,,Tourist attraction,"Mohtabil pond, 727Q+482, Sardabe, Ardabil Province, Iran",Ardabil
2458,gwmlykh,Tourist attraction,,,Tourist attraction,"gwmlykh, 5748+VC3, Banafsheh Daraq, Ardabil Province, Iran",Ardabil
2459,pshth,Tourist attraction,,,Tourist attraction,"pshth, FVH3+XV, Anar, Ardabil Province, Iran",Ardabil
2460,gwy dsh,Tourist attraction,,,Tourist attraction,"gwy dsh, CPQM+X9, Alni, Ardabil Province, Iran",Ardabil
2461,pydhrw shhydgh,Tourist attraction,,,Tourist attraction,"Ardabil Province, Ardabil, Emam Khomeini, 67XV+CVM pydhrw shhydgh, Iran",Ardabil
2462,myrbyl,Tourist attraction,,,Tourist attraction,"myrbyl, 2HXP+X39, Kuhsareh, Ardabil Province, Iran",Ardabil
2463,bshshmyr,Tourist attraction,,,Tourist attraction,"bshshmyr, M4MC+5C, Galin Gayah, Ardabil Province, Iran",Ardabil
2464,sd qrh lw,Tourist attraction,,,Tourist attraction,"sd qrh lw, J6MP+G5C, Agh Bolagh-e Sofla, Ardabil Province, Iran",Ardabil
2465,qr Gy,Tourist attraction,,,Tourist attraction,"qr Gy, 54HJ+RM5, Ardabil Urban, Ardabil Province, Iran",Ardabil
2466,khny wchm,Tourist attraction,,,Tourist attraction,"khny wchm, PHV9+R38, Kalestan Bala, Ardabil Province, Iran",Ardabil
2467,shwrbq,Tourist attraction,,,Tourist attraction,"shwrbq, X2F8+8FQ, Ghareshiran, Ardabil Province, Iran",Ardabil
2468,mydn blqy,Tourist attraction,,,Tourist attraction,"mydn blqy, C4WC+JH, Ali Qeshlaqi, Ardabil Province, Iran",Ardabil
2469,bGt hshnh,Tourist attraction,,,Tourist attraction,"bGt hshnh, H99G+V8R, Hoshneh, Ardabil Province, Iran",Ardabil
2470,chshmh Tby`y,Tourist attraction,,,Tourist attraction,"chshmh Tby`y, 53G5+WM, Qiz Qalehsi, Ardabil Province, Iran",Ardabil
2471,bGshhr<<khywy>>,Tourist attraction,,,Tourist attraction,"Ardabil Province, Givi, Khalkhal - Ardabil Rd, M9R2+693 bGshhr<<khywy>>, Iran",Ardabil
2472,gwrt dlygy,Tourist attraction,,,Tourist attraction,"gwrt dlygy, W358+7WG, Said Khanlu, Ardabil Province, Iran",Ardabil
2473,qayah blG,Tourist attraction,,,Tourist attraction,"qayah blG, GF59+RHV, Kuli, Ardabil Province, Iran",Ardabil
2474,dshwn dly,Tourist attraction,,,Tourist attraction,"dshwn dly, X32F+HQ, Tulun, Ardabil Province, Iran",Ardabil
2475,khn bl yry,Tourist attraction,,,Tourist attraction,"khn bl yry, W2CW+R2Q, Loskehdarag, Ardabil Province, Iran",Ardabil
2476,syl bsn,Tourist attraction,,,Tourist attraction,"syl bsn, W26H+W9, Moshtaqin, Ardabil Province, Iran",Ardabil
2477,ystgh tlh syj alwrs,Tourist attraction,,,Tourist attraction,"Ardabil Province, Alvars Complex Road, 6V57+J43 ystgh tlh syj alwrs, Iran",Ardabil
2478,wrwdy khlnshhr slTwr,Tourist attraction,,,Tourist attraction,"Ardabil Province, Ardabil, Gilan deh, 8922+734 wrwdy khlnshhr slTwr, Iran",Ardabil
2479,gwsfnd sry khwndy,Tourist attraction,,,Tourist attraction,"gwsfnd sry khwndy, 7RXX+5V, Shabil, Ardabil Province, Iran",Ardabil
2480,Savareh,,,,,"Savareh, Ardabil Province, Iran",Ardabil
2481,qrgwl,Tourist attraction,,,Tourist attraction,"qrgwl, F9QX+P7P, Varesabad, Ardabil Province, Iran",Ardabil
2482,abshrgrgr,Tourist attraction,,,Tourist attraction,"abshrgrgr, 7PFC+45, Moeil, Ardabil Province, Iran",Ardabil
2483,bG s`yd,Tourist attraction,,,Tourist attraction,"bG s`yd, 6325+RF, Arjestan, Ardabil Province, Iran",Ardabil
2484,khwh `ly chpn,Tourist attraction,,,Tourist attraction,"khwh `ly chpn, W3RF+36, Tulun, Ardabil Province, Iran",Ardabil
2485,tapWh sar,Tourist attraction,,,Tourist attraction,"tapWh sar, 6VP5+5H9, Majolan, Ardabil Province, Iran",Ardabil
2486,wb,Tourist attraction,,,Tourist attraction,"wb, X555+79, Alayla, Ardabil Province, Iran",Ardabil
2487,bsh chnkh,Tourist attraction,,,Tourist attraction,"bsh chnkh, W4XW+FF, Ani-ye Olya, Ardabil Province, Iran",Ardabil
2488,dwh bwynw,Tourist attraction,,,Tourist attraction,"dwh bwynw, 8GC5+4C, Anzan, Ardabil Province, Iran",Ardabil
2489,shwsh tph,Tourist attraction,,,Tourist attraction,"shwsh tph, R8R9+GCW, Gazvar Olya, Ardabil Province, Iran",Ardabil
2490,panorama view,Tourist attraction,,,Tourist attraction,"panorama view, 9R2H+HX, Shabil, Ardabil Province, Iran",Ardabil
2491,yylq tndyrlw,Tourist attraction,,,Tourist attraction,"yylq tndyrlw, 6QP2+Q35, Meshginshahr, Ardabil Province, Iran",Ardabil
2492,qlyzdh,Tourist attraction,,,Tourist attraction,"qlyzdh, 79C7+9G, Agh Bolagh, Ardabil Province, Iran",Ardabil
2493,Mini World of Malayer,Tourist attraction,4.5,128,"Tourist attraction, Theme park","Hamadan Province, Malayer, jdh slmt, 8R87+5GG Mini World of Malayer, Iran",Malayer
2494,Seifiyeh Park,Park,4.4,168,"Park, Tourist attraction","Hamadan Province, Malayer, Parastar Blvd, 7RXQ+V6R Seifiyeh Park, Iran",Malayer
2495,Lotfalian Museum,Museum,4.4,80,"Museum, Tourist attraction","Lotfalian Museum, 7RQF+437, Malayer, Hamadan Province, Iran",Malayer
2496,Saif al-Daula's tomb,Tourist attraction,4.4,54,Tourist attraction,"Saif al-Daula's tomb, 7RWQ+M69, Malayer, Hamadan Province, Iran",Malayer
2497,Kowsar Park,Park,4.2,39,"Park, Tourist attraction","Hamadan Province, Malayer, Beheshti Blvd, 8Q8Q+M42 Kowsar Park, Iran",Malayer
2498,Malayer Grand Bazar,Market,4.6,20,Market,"Malayer Grand Bazar, 7RVC+725, Malayer, Hamadan Province, Iran",Malayer
2499,Malayer Railway Station,Train station,4.6,16,Train station,"Hamadan Province, mlyr, Malayer Railway Station, Iran",Malayer
2500,bm mlyr,Recreation center,4.7,15,Recreation center,"Hamadan Province, Malayer, stn hmdn, mlyr,, Baam, 8R4Q+PXW bm mlyr, Iran",Malayer
2501,sd khrym khn znd mlyr,Tourist attraction,4.8,12,Tourist attraction,"sd khrym khn znd mlyr, 3W33+JP, Taleh Jerd-e Sofla, Hamadan Province, Iran",Malayer
2502,khwh grmh,Tourist attraction,4.9,7,Tourist attraction,"Malayer, stn hmdn, mlyr, bm mlyr,, 8R6V+C2G khwh grmh, Iran",Malayer
