,attraction_name,link,category,categories,rating,reviews,address,city
53,Kaylana Lake Jharna,https://www.google.com/maps/place/Kaylana+Lake+Jharna/data=!4m7!3m6!1s0x39418ff2f40df7ad:0xdea1d219d0f62250!8m2!3d26.298374!4d72.9732933!16s%2Fg%2F11t5tgm9vv!19sChIJrfcN9PKPQTkRUCL20BnSod4?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.3,642,"7XXF+88V Kaylana Lake Jharna, Kailana Lake, Jodhpur, Rajasthan 342001, India",Jodhpur
54,Panchkund Chattriya,https://www.google.com/maps/place/Panchkund+Chattriya/data=!4m7!3m6!1s0x39419242b251391d:0xa062de284451778a!8m2!3d26.3575411!4d73.0285095!16s%2Fg%2F11cp09j86m!19sChIJHTlRskKSQTkRindRRCjeYqA?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.6,421,"925H+2C6 Panchkund Chattriya, Near Sukheshwar Mahadev Temple, Panchkund, Jodhpur, Rajasthan 342008, India",Jodhpur
55,Statue of Rao Jodha Ji,https://www.google.com/maps/place/Statue+of+Rao+Jodha+Ji/data=!4m7!3m6!1s0x39418db95e411705:0x9c79f6f06119ec36!8m2!3d26.3030746!4d73.022552!16s%2Fg%2F11c2plg3v1!19sChIJBRdBXrmNQTkRNuwZYfD2eZw?authuser=0&hl=en&rclk=1,Tourist attraction,"Tourist attraction, Historical landmark",4.5,403,"823F+62F Statue of Rao Jodha Ji, Lawaran, Jodhpur, Rajasthan 342001, India",Jodhpur
56,"Sardar Government Museum, Jodhpur","https://www.google.com/maps/place/Sardar+Government+Museum,+Jodhpur/data=!4m7!3m6!1s0x39418dac0d592f0f:0xd414cb8207d94511!8m2!3d26.2918225!4d73.0323937!16s%2Fg%2F11fy7gxd3x!19sChIJDy9ZDayNQTkREUXZB4LLFNQ?authuser=0&hl=en&rclk=1",Museum,"Museum, Tourist attraction",4.3,277,"72RJ+PXC Sardar Government Museum, Jodhpur, Maliyo St Baldev Ram Mirdha Paota, Sri Ganganagar, Jodhpur, Rajasthan 342001, India",Jodhpur
57,Sheesh Palace,https://www.google.com/maps/place/Sheesh+Palace/data=!4m7!3m6!1s0x39418db78cbdc659:0x927c77495053aac3!8m2!3d26.2992348!4d73.0193855!16s%2Fg%2F11c2nkdvxg!19sChIJWca9jLeNQTkRw6pTUEl3fJI?authuser=0&hl=en&rclk=1,Museum,"Museum, Tourist attraction",4.7,160,"72X9+MQR Sheesh Palace, Mehrangarh Ft Rd, Sodagaran Mohalla, Jodhpur, Rajasthan 342001, India",Jodhpur
58,bhttttii kii baavdd'ii,https://www.google.com/maps/place/%E0%A4%AD%E0%A4%9F%E0%A5%8D%E0%A4%9F%E0%A5%80+%E0%A4%95%E0%A5%80+%E0%A4%AC%E0%A4%BE%E0%A4%B5%E0%A4%A1%E0%A4%BC%E0%A5%80/data=!4m7!3m6!1s0x39418fbf2b52e2b5:0x569fd365439684b3!8m2!3d26.2667426!4d72.9669133!16s%2Fg%2F11smb1_3jn!19sChIJteJSK7-PQTkRs4SWQ2XTn1Y?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.1,159,"7X88+MQV bhttttii kii baavdd'ii, Chopasani Rd, Chopasni Housing Board, Jodhpur, Rajasthan 342003, India",Jodhpur
59,Singhoria Hill,https://www.google.com/maps/place/Singhoria+Hill/data=!4m7!3m6!1s0x39418dbf231e9de3:0xe2cfa042ecc7f327!8m2!3d26.3052813!4d73.0192425!16s%2Fg%2F11f4qypmh4!19sChIJ450eI7-NQTkRJ_PH7EKgz-I?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.6,158,"8249+4M9 Singhoria Hill, Jodhpur, Rajasthan 342001, India",Jodhpur
60,Blue Corridor Jodhpur,https://www.google.com/maps/place/Blue+Corridor+Jodhpur/data=!4m7!3m6!1s0x39418dd615c27ef9:0x4a6c95657e0b35e3!8m2!3d26.2952218!4d73.0176603!16s%2Fg%2F11smh22zhd!19sChIJ-X7CFdaNQTkR4zULfmWVbEo?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.3,134,"Blue Corridor Jodhpur, 92/10, Patrakar Colony, Sodagaran Mohalla, Jodhpur, Rajasthan 342004, India",Jodhpur
61,Jai Pol,https://www.google.com/maps/place/Jai+Pol/data=!4m7!3m6!1s0x39418db835f64b73:0x523efd662f3e4685!8m2!3d26.2997832!4d73.0195547!16s%2Fg%2F11gczyzcn5!19sChIJc0v2NbiNQTkRhUY-L2b9PlI?authuser=0&hl=en&rclk=1,Historical landmark,"Historical landmark, Tourist attraction",4.4,108,"72X9+WR7 Jai Pol, Sodagaran Mohalla, Jodhpur, Rajasthan 342001, India",Jodhpur
62,Royal Cenotaphs,https://www.google.com/maps/place/Royal+Cenotaphs/data=!4m7!3m6!1s0x394192614e4af993:0x3dfe35b92b8785fc!8m2!3d26.3525748!4d73.0351675!16s%2Fg%2F1232kcd_t!19sChIJk_lKTmGSQTkR_IWHK7k1_j0?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.4,86,"923P+23F Royal Cenotaphs, Mandore, Jodhpur, Rajasthan 342007, India",Jodhpur
63,I Love Jodhpur,https://www.google.com/maps/place/I+Love+Jodhpur/data=!4m7!3m6!1s0x39418d8e61a04ad9:0xf8e2c1486d8a89cc!8m2!3d26.2629416!4d73.0045474!16s%2Fg%2F11s889fsyy!19sChIJ2UqgYY6NQTkRzImKbUjB4vg?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.5,42,"7273+3RP I Love Jodhpur, Shastri Circle, Sector G, Shastri Nagar, Jodhpur, Rajasthan 342003, India",Jodhpur
64,Fort View Point,https://www.google.com/maps/place/Fort+View+Point/data=!4m7!3m6!1s0x39418da66d001575:0x3806ef070425771c!8m2!3d26.3051968!4d73.0193212!16s%2Fg%2F11p03qs2bs!19sChIJdRUAbaaNQTkRHHclBAfvBjg?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.7,40,"8249+3PG Fort View Point, Jodhpur, Rajasthan 342001, India",Jodhpur
65,City View Fort Road,https://www.google.com/maps/place/City+View+Fort+Road/data=!4m7!3m6!1s0x39418dcf361524c3:0x7200a1fd1fd056b!8m2!3d26.3020782!4d73.0231505!16s%2Fg%2F11qpf9p3fb!19sChIJwyQVNs-NQTkRawX90R8KIAc?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.4,33,"822F+R7J City View Fort Road, Fort Rd, Lawaran, Jodhpur, Rajasthan 342001, India",Jodhpur
66,Blue city lane,https://www.google.com/maps/place/Blue+city+lane/data=!4m7!3m6!1s0x39418dd5fab65d8f:0xc1e42a2263245345!8m2!3d26.2990907!4d73.015172!16s%2Fg%2F11jskspppp!19sChIJj122-tWNQTkRRVMkYyIq5ME?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,3.7,26,"Nauchokia, Blue city lane, brahmpuri, old cithy, Sodagaran Mohalla, Jodhpur, Rajasthan 342001, India",Jodhpur
67,Mandor Night-show Spot,https://www.google.com/maps/place/Mandor+Night-show+Spot/data=!4m7!3m6!1s0x394193c9cb0ee14f:0xf5c05dcb3d28a12b!8m2!3d26.3525739!4d73.034522!16s%2Fg%2F11sf2c9rjx!19sChIJT-EOy8mTQTkRK6EoPctdwPU?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.2,19,"923M+3VQ Mandor Night-show Spot, Mandore, Jodhpur, Rajasthan 342007, India",Jodhpur
68,Blue (Indigo) Street,https://www.google.com/maps/place/Blue+%28Indigo%29+Street/data=!4m7!3m6!1s0x39418dfb27c72d1f:0x2a2c9d0d5277b9d6!8m2!3d26.296269!4d73.0133101!16s%2Fg%2F11j48jfyzk!19sChIJHy3HJ_uNQTkR1rl3Ug2dLCo?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,3.7,15,"72W7+G83 Blue (Indigo) Street, kolri mohhla chuna ki choki navechowkiya dispenciry, Khagal Mohlla, Sodagaran Mohalla, Jodhpur, Rajasthan 342001, India",Jodhpur
69,Jodhpur palace,https://www.google.com/maps/place/Jodhpur+palace/data=!4m7!3m6!1s0x39418d53cfa4bd63:0xfb529c6c2a02f260!8m2!3d26.2891433!4d73.0447883!16s%2Fg%2F11t_v0z140!19sChIJY72kz1ONQTkRYPICKmycUvs?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.3,12,"72QV+MW3 Jodhpur palace, Umed Bhawan Palace Rd, Rai Ka Bagh, Jodhpur, Rajasthan 342006, India",Jodhpur
70,Jodhpur blue city tourist guide,https://www.google.com/maps/place/Jodhpur+blue+city+tourist+guide/data=!4m7!3m6!1s0x39418d8c97e03c77:0xe352c8fa6408e918!8m2!3d26.2944214!4d73.0242085!16s%2Fg%2F11sv7bgvwd!19sChIJdzzgl4yNQTkRGOkIZPrIUuM?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.3,3,"Shop no. 44, Jodhpur blue city tourist guide, Clock Tower Rd, near pan gali, Ghantaghar Market, Jodhpur, Rajasthan 342001, India",Jodhpur
71,Sodha Jeep Safari King jodhpur,https://www.google.com/maps/place/Sodha+Jeep+Safari+King+jodhpur/data=!4m7!3m6!1s0x39418d54127bc86f:0xff6e8089b59848b8!8m2!3d26.263873!4d73.0404171!16s%2Fg%2F11sk3mmpyp!19sChIJb8h7ElSNQTkRuEiYtYmAbv8?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,3,1,"Sodha Jeep Safari King jodhpur, Air Force Road, Indira Colony, Jodhpur, Rajasthan 342011, India",Jodhpur
72,Sun set point surpura dam,https://www.google.com/maps/place/Sun+set+point+surpura+dam/data=!4m7!3m6!1s0x394193fdc50f6981:0x38f29a1b17e0de6f!8m2!3d26.3672834!4d73.0767913!16s%2Fg%2F11kk63m7m6!19sChIJgWkPxf2TQTkRb97gFxua8jg?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,5,1,"938G+WP7 Sun set point surpura dam, New Nagour Rd, Rishikesh Nagar, Mandore, Jodhpur, Rajasthan 342304, India",Jodhpur
73,Arulmigu Manakula Vinayagar Devasthanam,https://www.google.com/maps/place/Arulmigu+Manakula+Vinayagar+Devasthanam/data=!4m7!3m6!1s0x3a5363d45f5d231f:0x6075c6b2dcbbbdc6!8m2!3d11.9357756!4d79.8336621!16s%2Fg%2F120j87hr!19sChIJHyNdX9RjUzoRxr273LLGdWA?authuser=0&hl=en&rclk=1,Hindu temple,"Hindu temple, Tourist attraction",4.7,20058,"WRPM+8F7 Arulmigu Manakula Vinayagar Devasthanam, Manakula Vinayagar Koil St, White Town, Puducherry, 605001, India",Pondicherry
74,The Sacred Heart Basilica,https://www.google.com/maps/place/The+Sacred+Heart+Basilica/data=!4m7!3m6!1s0x3a53618727ac7159:0x8666cc4472f50ce9!8m2!3d11.9260633!4d79.8269717!16s%2Fm%2F0gh7xwk!19sChIJWXGsJ4dhUzoR6Qz1ckTMZoY?authuser=0&hl=en&rclk=1,Basilica,"Basilica, Catholic church, Tourist attraction",4.5,10674,"Door No, The Sacred Heart Basilica, 132, South Boulevard, near Railway Station, MG Road Area, Puducherry, 605001, India",Pondicherry
75,Bharathi Park Puducherry,https://www.google.com/maps/place/Bharathi+Park+Puducherry/data=!4m7!3m6!1s0x3a5363d4b3ea6f49:0x486a3f528a13e399!8m2!3d11.9330191!4d79.8341938!16s%2Fg%2F1tcw20qv!19sChIJSW_qs9RjUzoRmeMTilI_akg?authuser=0&hl=en&rclk=1,Park,"Park, Tourist attraction",4.2,7490,"Bharathi Park Puducherry, 20, Rue Saint Gilles Street, White Town, Puducherry, 605001, India",Pondicherry
76,Arikamedu,https://www.google.com/maps/place/Arikamedu/data=!4m7!3m6!1s0x3a5361f002ba7269:0xa35d6993640407a4!8m2!3d11.9012163!4d79.8201226!16zL20vMDhtbHE4!19sChIJaXK6AvBhUzoRpAcEZJNpXaM?authuser=0&hl=en&rclk=1,Archaeological site,"Archaeological site, Tourist attraction",3.5,1859,"Arikamedu, Ariyankuppam, Veerampattinam, Puducherry 605007, India",Pondicherry
77,Sandunes Paradise Beach - Tourist Spot,https://www.google.com/maps/place/Sandunes+Paradise+Beach+-+Tourist+Spot/data=!4m7!3m6!1s0x3a549fad7db53ac3:0x15a7d0d4936adea2!8m2!3d11.8716875!4d79.8179375!16s%2Fg%2F11ptqs8qq9!19sChIJwzq1fa2fVDoRot5qk9TQpxU?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.3,381,"Sandunes Paradise Beach - Tourist Spot, Sandunes Paradish Beach, Lake View Rd, Pudukuppam, Puducherry 605007, India",Pondicherry
78,Rock Beach,https://www.google.com/maps/place/Rock+Beach/data=!4m7!3m6!1s0x3a5363206885f325:0xaedaf9f59b42f221!8m2!3d11.9339038!4d79.8361957!16s%2Fg%2F11kwrxxrkl!19sChIJJfOFaCBjUzoRIfJCm_X52q4?authuser=0&hl=en&rclk=1,Public beach,"Public beach, Tourist attraction",4.5,28430,"Rock Beach, 23, Laporte St, MG Road Area, Puducherry, 605001, India",Pondicherry
79,Botanical Garden,https://www.google.com/maps/place/Botanical+Garden/data=!4m7!3m6!1s0x3a536183b8d18889:0x419c1f2843927aa7!8m2!3d11.9302138!4d79.8224206!16s%2Fg%2F11g69h1j74!19sChIJiYjRuINhUzoRp3qSQygfnEE?authuser=0&hl=en&rclk=1,Botanical garden,"Botanical garden, Tourist attraction",3.9,14473,"Botanical Garden, WRJC+3XM, Marimalai, Maraimalai Adigal Salai, near Anna Statue, Orleanpet, Puducherry, 605001, India",Pondicherry
80,Pondy Marina,https://www.google.com/maps/place/Pondy+Marina/data=!4m7!3m6!1s0x3a53622096660903:0x6239072678150457!8m2!3d11.912856!4d79.8293801!16s%2Fg%2F11ddxjthv2!19sChIJAwlmliBiUzoRVwQVeCYHOWI?authuser=0&hl=en&rclk=1,Tourist attraction,"Tourist attraction, Amusement park, Banquet hall, Beach pavillion, Food court, Outlet mall, Pub",4.4,12118,"Pondy Marina, WR7H+3XQ Dubrayapet near, near New Light House, Puducherry, 605001, India",Pondicherry
81,Puducherry Museum,https://www.google.com/maps/place/Puducherry+Museum/data=!4m7!3m6!1s0x3a5363d687f5e621:0xcd78b6b79a85d981!8m2!3d11.9344884!4d79.83485!16s%2Fg%2F11gfm6_pt4!19sChIJIeb1h9ZjUzoRgdmFmre2eM0?authuser=0&hl=en&rclk=1,Museum,"Museum, Tourist attraction",4.1,7288,"Puducherry Museum, near rock beach, nearby romain Rollen Library, White Town, Puducherry, 605001, India",Pondicherry
82,Puducherry French Colony,https://www.google.com/maps/place/Puducherry+French+Colony/data=!4m7!3m6!1s0x3a53639aa3e22c69:0x33ee799f9811210c!8m2!3d11.9300639!4d79.8341631!16s%2Fg%2F11sn3yjmkm!19sChIJaSzio5pjUzoRDCERmJ957jM?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.5,6882,"WRJM+2MF Puducherry French Colony, Dumas St, White Town, Puducherry, 605001, India",Pondicherry
83,Serenity Beach Sunrise Point,https://www.google.com/maps/place/Serenity+Beach+Sunrise+Point/data=!4m7!3m6!1s0x3a5363f1598f8a93:0xa27ab927d2dccbf9!8m2!3d11.9703682!4d79.8445236!16s%2Fg%2F11hb3j1jdk!19sChIJk4qPWfFjUzoR-cvc0ie5eqI?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.4,6456,"Serenity Beach Sunrise Point, Villa La Serenity Connecting Rd, Kottakuppam, Puducherry, Tamil Nadu 605104, India",Pondicherry
84,Mahatma Gandhi Statue,https://www.google.com/maps/place/Mahatma+Gandhi+Statue/data=!4m7!3m6!1s0x3a53622cade8e64d:0x1ff05b972f8a5975!8m2!3d11.9325599!4d79.8359352!16s%2Fg%2F11hbc1472p!19sChIJTeborSxiUzoRdVmKL5db8B8?authuser=0&hl=en&rclk=1,Sculpture,"Sculpture, Tourist attraction",4.5,3302,"WRMP+29F Mahatma Gandhi Statue, Beach Rd, White Town, Puducherry, 605001, India",Pondicherry
85,Immaculate Conception Cathedral,https://www.google.com/maps/place/Immaculate+Conception+Cathedral/data=!4m7!3m6!1s0x3a5363d5519f6f63:0xf354455b6a10fb1!8m2!3d11.9330709!4d79.8300583!16s%2Fm%2F0gh8d34!19sChIJY2-fUdVjUzoRsQ-htlVENQ8?authuser=0&hl=en&rclk=1,Catholic cathedral,"Catholic cathedral, Catholic church, Church, Tourist attraction",4.5,3197,"Immaculate Conception Cathedral, 204, Mission St, MG Road Area, Puducherry, 605001, India",Pondicherry
86,Sri Varadaraja Perumal Temple,https://www.google.com/maps/place/Sri+Varadaraja+Perumal+Temple/data=!4m7!3m6!1s0x3a5363d62af68b3b:0x1af399c23b70a409!8m2!3d11.9408883!4d79.8300719!16s%2Fg%2F11bwymdkm8!19sChIJO4v2KtZjUzoRCaRwO8KZ8xo?authuser=0&hl=en&rclk=1,Hindu temple,"Hindu temple, Tourist attraction",4.7,2208,"WRRJ+924 Sri Varadaraja Perumal Temple, Mahatma Gandhi Rd, Heritage Town, Puducherry, 605001, India",Pondicherry
87,New Light House,https://www.google.com/maps/place/New+Light+House/data=!4m7!3m6!1s0x3a536227371240f3:0xb3152305388fae56!8m2!3d11.9166255!4d79.8307996!16s%2Fm%2F011v722h!19sChIJ80ASNydiUzoRVq6POAUjFbM?authuser=0&hl=en&rclk=1,Government office,"Government office, Tourist attraction",4.4,768,"New Light House, Dubrayapet, Puducherry, 605004, India",Pondicherry
88,Serenity Beach,https://www.google.com/maps/place/Serenity+Beach/data=!4m7!3m6!1s0x3a5363a603f713a1:0xd0cf8d182335c0c4!8m2!3d11.9733492!4d79.8448264!16s%2Fg%2F11rhw0qrs_!19sChIJoRP3A6ZjUzoRxMA1IxiNz9A?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.3,749,"XRFV+8W Serenity Beach, Kottakuppam, Puducherry, Tamil Nadu 605101, India",Pondicherry
89,Mahakavi Bharathiyar Memorial Centre,https://www.google.com/maps/place/Mahakavi+Bharathiyar+Memorial+Centre/data=!4m7!3m6!1s0x3a53617ded696699:0x734acb59eb65a510!8m2!3d11.9391336!4d79.8324936!16s%2Fg%2F1tjdvb5t!19sChIJmWZp7X1hUzoREKVl61nLSnM?authuser=0&hl=en&rclk=1,Museum,"Museum, Tourist attraction",4.6,643,"Mahakavi Bharathiyar Memorial Centre, No.20, Eswaran Dharmaraja Kovil St, Viratipatu, Heritage Town, Puducherry, 605001, India",Pondicherry
90,Rock Mountains - Picture Spot,https://www.google.com/maps/place/Rock+Mountains+-+Picture+Spot/data=!4m7!3m6!1s0x3a53634e4b571647:0x75f6a9277aa9c1d1!8m2!3d11.9379612!4d79.836302!16s%2Fg%2F11pcy0lj5m!19sChIJRxZXS05jUzoR0cGpeiep9nU?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.4,266,"Rock Mountains - Picture Spot, 9, St Louis St, White Town, Puducherry, 605002, India",Pondicherry
91,White Sand Beach,https://www.google.com/maps/place/White+Sand+Beach/data=!4m7!3m6!1s0x3a536143937d5c19:0x22443b3ec6a69834!8m2!3d11.910369!4d79.8295458!16s%2Fg%2F11fn8nk_lz!19sChIJGVx9k0NhUzoRNJimxj47RCI?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.3,89,"WR6H+4RV White Sand Beach, Unnamed Road, Dubrayapet, Puducherry, 605004, India",Pondicherry
92,Puducherry Beach,https://www.google.com/maps/place/Puducherry+Beach/data=!4m7!3m6!1s0x3a536379e33d0b4b:0x9072a064e3eb11bb!8m2!3d11.9325635!4d79.836239!16s%2Fg%2F11j8hf_2sv!19sChIJSws943ljUzoRuxHr42SgcpA?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.6,76,"WRMP+2FH Puducherry Beach, White Town, Puducherry, 605001, India",Pondicherry
93,Sea Beach ,https://www.google.com/maps/place/Sea+Beach+%EF%B8%8F/data=!4m7!3m6!1s0x3a5363a1efc76a75:0xd9f3464807791c40!8m2!3d11.9365981!4d79.837143!16s%2Fg%2F11mr0h06gk!19sChIJdWrH76FjUzoRQBx5B0hG89k?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.4,70,"WRPP+JVJ Sea Beach , St Gilles St, White Town, Puducherry, 605002, India",Pondicherry
94,Pondy Lady Graffiti,https://www.google.com/maps/place/Pondy+Lady+Graffiti/data=!4m7!3m6!1s0x3a5361ccc3915395:0x6a0f5cae0e8a97cd!8m2!3d11.9322585!4d79.8279287!16s%2Fg%2F11swf4mwjl!19sChIJlVORw8xhUzoRzZeKDq5cD2o?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,3.6,57,"WRJH+W53 Pondy Lady Graffiti, Petit Canal St, MG Road Area, Puducherry, 605001, India",Pondicherry
95,Picture Spot - Outside Heritage House,https://www.google.com/maps/place/Picture+Spot+-+Outside+Heritage+House/data=!4m7!3m6!1s0x3a53639ccf8e8e45:0x59f1a42557053db5!8m2!3d11.9375485!4d79.8348898!16s%2Fg%2F11rl8tty1b!19sChIJRY6Oz5xjUzoRtT0FVyWk8Vk?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.3,53,"10, Picture Spot - Outside Heritage House, 10, Dupuy St, White Town, Rajbhavan, Puducherry, 605001, India",Pondicherry
96,White Town,https://www.google.com/maps/place/White+Town/data=!4m7!3m6!1s0x3a5363d5d72ea5cb:0x6157184ccaf9eb86!8m2!3d11.938026!4d79.831925!16s%2Fg%2F11fnw1b8s_!19sChIJy6Uu19VjUzoRhuv5ykwYV2E?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.6,45,"White Town, 35, Sri Aurobindo St, Heritage Town, Puducherry, 605001, India",Pondicherry
97,Picture Spot - Outside Rue Romain Rolland,https://www.google.com/maps/place/Picture+Spot+-+Outside+Rue+Romain+Rolland/data=!4m7!3m6!1s0x3a5363d83d75eb8f:0x20d4d56d5ef17a6c!8m2!3d11.9270761!4d79.8332396!16s%2Fg%2F11smgl0pmd!19sChIJj-t1PdhjUzoRbHrxXm3V1CA?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.1,12,"52, Picture Spot - Outside Rue Romain Rolland, Rue, Romain Rolland St, White Town, Puducherry, 605001, India",Pondicherry
98,PONDY BA BEACH,https://www.google.com/maps/place/PONDY+BA+BEACH/data=!4m7!3m6!1s0x3a5363dfe8f7f675:0xe70b6c2668801725!8m2!3d11.9391031!4d79.8371499!16s%2Fg%2F11ssznbfrc!19sChIJdfb36N9jUzoRJReAaCZsC-c?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.5,12,"WRQP+PJJ PONDY BA BEACH, White Town, Puducherry, 605001, India",Pondicherry
99,Outside Le Duplex,https://www.google.com/maps/place/Outside+Le+Duplex/data=!4m7!3m6!1s0x3a5363f787d4356d:0xbbe5928dc81ff88a!8m2!3d11.93108!4d79.833669!16s%2Fg%2F11pcxzbvf5!19sChIJbTXUh_djUzoRivgfyI2S5bs?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.8,6,"2, Outside Le Duplex, 2, Casern St, White Town, Rajbhavan, Puducherry, 605001, India",Pondicherry
100,Picture Spot - Outside Chitra's Cuisine,https://www.google.com/maps/place/Picture+Spot+-+Outside+Chitra%27s+Cuisine/data=!4m7!3m6!1s0x3a5363aae2ab73d3:0x15b9c946ea475f13!8m2!3d11.9276066!4d79.8328058!16s%2Fg%2F11pcnb_lr7!19sChIJ03Or4qpjUzoRE19H6kbJuRU?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.5,4,"Picture Spot - Outside Chitra's Cuisine, 31, Suffren St, White Town, Puducherry, 605001, India",Pondicherry
101,Pondicherry white town,https://www.google.com/maps/place/Pondicherry+white+town/data=!4m7!3m6!1s0x3a5363beff1e15ff:0x147a54d41ee4bd5d!8m2!3d11.9326416!4d79.8349066!16s%2Fg%2F11stbk157t!19sChIJ_xUe_75jUzoRXb3kHtRUehQ?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,3.7,3,"WRMP+523 Pondicherry white town, Campinge street, White Town, Puducherry, 605001, India",Pondicherry
102,Picture Spot - Outside Lycee Francais International School,https://www.google.com/maps/place/Picture+Spot+-+Outside+Lycee+Francais+International+School/data=!4m7!3m6!1s0x3a5363128b94c35d:0xe0a986ab69fed9cc!8m2!3d11.9302886!4d79.8328121!16s%2Fg%2F11s18_9kxf!19sChIJXcOUixJjUzoRzNn-aauGqeA?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,5,2,"Picture Spot - Outside Lycee Francais International School, 10, Victor Simonel St, White Town, Puducherry, 605001, India",Pondicherry
103,Rajiv Gandhi Zoological Park,https://www.google.com/maps/place/Rajiv+Gandhi+Zoological+Park/data=!4m7!3m6!1s0x3bc2eac307f7a82f:0x3ac431343224b00b!8m2!3d18.4524807!4d73.8607977!16s%2Fm%2F0479krv!19sChIJL6j3B8PqwjsRC7AkMjQxxDo?authuser=0&hl=en&rclk=1,Zoo,"Zoo, Park, Tourist attraction",4.1,62041,"Rajiv Gandhi Zoological Park, Pune - Satara Rd, opp. Katraj Dairy, Katraj, Pune, Maharashtra 411046, India",Pune
104,Raja Dinkar Kelkar Museum,https://www.google.com/maps/place/Raja+Dinkar+Kelkar+Museum/data=!4m7!3m6!1s0x3bc2c073c7e01df5:0x45cf6b0362946df3!8m2!3d18.5106855!4d73.8544307!16zL20vMGd6MDE1!19sChIJ9R3gx3PAwjsR822UYgNrz0U?authuser=0&hl=en&rclk=1,Museum,"Museum, Tourist attraction",4.4,10865,"Raja Dinkar Kelkar Museum, No. 1377/78, Kamal Kunj, Bajirao Rd, Natu Baag, Shukrawar Peth, Pune, Maharashtra 411002, India",Pune
105,Osho Teerth Park,https://www.google.com/maps/place/Osho+Teerth+Park/data=!4m7!3m6!1s0x3bc2c1004113e727:0xdb7ded8050f08a1f!8m2!3d18.5358733!4d73.8906921!16s%2Fg%2F1tfzkswy!19sChIJJ-cTQQDBwjsRH4rwUIDtfds?authuser=0&hl=en&rclk=1,Park,"Park, Tourist attraction",4.1,3936,"GVPR+89R Osho Teerth Park, D. H. Dhunjibhoy Road, Between Lane Number 2 and 3, Koregaon Rd, Koregaon Park, Pune, Maharashtra 411001, India",Pune
106,Darshan Museum,https://www.google.com/maps/place/Darshan+Museum/data=!4m7!3m6!1s0x3bc2c05a6c7a9121:0x402d0c33068f922a!8m2!3d18.5240953!4d73.8764697!16s%2Fm%2F0h7pm2v!19sChIJIZF6bFrAwjsRKpKPBjMMLUA?authuser=0&hl=en&rclk=1,Museum,"Museum, Tourist attraction",4.5,885,"Darshan Museum, 10, Sadhu Vaswani Rd, near G.P.O, Agarkar Nagar, Pune, Maharashtra 411001, India",Pune
107,Shaniwar Wada,https://www.google.com/maps/place/Shaniwar+Wada/data=!4m7!3m6!1s0x3bc2c065144d8edf:0x3703b8095866c54b!8m2!3d18.5194647!4d73.8553175!16zL20vMDJ6aDh2!19sChIJ345NFGXAwjsRS8VmWAm4Azc?authuser=0&hl=en&rclk=1,Historical landmark,"Historical landmark, Garden",4.3,120582,"Shaniwar Wada, Shaniwar Peth, Pune, Maharashtra 411030, India",Pune
